"prs_id","prs_originelenaam","prs_achternaam","prs_tussenvoegsels","prs_initialen","prs_voornamen","rol_functie","prs_UUID","vwz_archivelink"
"153","Als, Johannes","Als","","","Johannes","soldaat","f76b6f7e-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//83///|NL-HaNA/2.01.15/165//1///"
"154","Alstad, Reinier","Alstad","","","Reinier","soldaat","f76b7564-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/161//1///"
"155","Alstoof, J.","Alstoof","","J.","J.","soldaat","f76b7c30-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//72///"
"156","Alstorff, Joseph","Alstorff","","","Joseph","soldaat","f76b818a-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/168//1///"
"157","Alt, Jurrien","Alt","","","Jurrien","soldaat","f76b87fc-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/174//37///|NL-HaNA/2.01.15/167//2///"
"158","Alten, Gerrit","Alten","","","Gerrit","soldaat","f76b8d42-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/166//1///|NL-HaNA/2.01.15/160//2///"
"159","Altenberger, Johan","Altenberger","","","Johan","onderofficier","f76b929c-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//129///|NL-HaNA/2.01.15/165//1///"
"160","Alterogjen, Jan","Alterogjen","","","Jan","soldaat","f76b9d32-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/174//37///"
"161","Althauzen, Hermanus","Althauzen","","","Hermanus","soldaat","f76ba368-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/174//9///|NL-HaNA/2.01.15/169//250///|NL-HaNA/2.01.15/166//1///"
"162","Althuizen, R.","Althuizen","","R.","R.","officier","f76ba8f4-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/177//10///"
"163","Althuyzen, R.","Althuyzen","","R.","R.","officier","f76baf34-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/173//1///"
"164","Alting, G.","Alting","","G.","G.","soldaat","f76bb4ca-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//179///"
"165","Alting, Johan","Alting","","","Johan","soldaat","f76bb9f2-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/161//1///"
"166","Alting, Roelofs","Alting","","","Roelofs","soldaat","f76bbf9c-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//196///|NL-HaNA/2.01.15/160//2///"
"167","Altman, Andries","Altman","","","Andries","soldaat","f76bc672-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/183//6///|NL-HaNA/2.01.15/169//243///"
"168","Altmulder, J.G.","Altmulder","","J.G.","J.G.","soldaat","f76bcc4e-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//183///"
"169","Altmuller, J.G.","Altmuller","","J.G.","J.G.","soldaat","f76bd252-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//183///|NL-HaNA/2.01.15/168//1///|NL-HaNA/2.01.15/166//2///|NL-HaNA/2.01.15/160//2a///"
"170","Altorff, Joseph","Altorff","","","Joseph","soldaat","f76bd7ac-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/160//1///"
"171","Altz, Wilhelm","Altz","","","Wilhelm","soldaat","f76be4d6-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/168//4///"
"172","Altz, Willem","Altz","","","Willem","soldaat","f76bea1c-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/174//21///"
"173","Aly, Gerhard","Aly","","","Gerhard","soldaat","f76befe4-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/167//2///|NL-HaNA/2.01.15/160//2///"
"174","Amadrux, S.","Amadrux","","S.","S.","officier","f76bf4da-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/175//2///"
"175","Amandruz, Samuel","Amandruz","","","Samuel","officier","f76bfa52-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/170//7///|NL-HaNA/2.01.15/159//7///"
"176","Amant, --- St.","Amant","","St.","--- St.","officier","f76bff52-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/158//1///"
"177","Amant, P.C. de St.","Amant","de St.","P.C.","P.C.","officier","f76c06b4-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/177//10///|NL-HaNA/2.01.15/175//1///|NL-HaNA/2.01.15/173//1///"
"178","Amant, Philip Claude de St.","Amant","de St.","","Philip Claude","soldaat","f76c0cf4-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/172//29///|NL-HaNA/2.01.15/159//7///"
"179","Amaudrux, S.","Amaudrux","","S.","S.","officier","f76c1294-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/172//32///"
"180","Amauds, L.","Amauds","","L.","L.","soldaat","f76c1776-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/176//36///"
"181","Ambos, C.B.","Ambos","","C.B.","C.B.","officier","f76c1c94-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/177//16///|NL-HaNA/2.01.15/172//91///"
"182","Ambos, weduwe v.Stephanus","Ambos","","","weduwe v.Stephanus","soldaat","f76c220c-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/175//121///|NL-HaNA/2.01.15/172//91///|NL-HaNA/2.01.15/159//4///"
"183","Ambrosius, Philippus","Ambrosius","","","Philippus","onderofficier","f76c278e-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/161//1///"
"184","Amelinck, Johannes","Amelinck","","","Johannes","soldaat","f76c2ce8-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/162//1///"
"185","Amelunsen, August F.","Amelunsen","","F.","August F.","onderofficier","f76c34ae-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/168//2///|NL-HaNA/2.01.15/161//1///"
"186","Amelu(n)xen, Christiaan Ludwig","Amelu(n)xen","","","Christiaan Ludwig","onderofficier","f76c38d2-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/185//16///|NL-HaNA/2.01.15/183//25///|NL-HaNA/2.01.15/176//71///"
"187","Amelunxer, H.F.","Amelunxer","","H.F.","H.F.","onderofficier","f76c3d82-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//27///"
"188","Amen, Franciscus","Amen","","","Franciscus","soldaat","f76c41c4-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/160//1///"
"189","Amende, V.","Amende","","V.","V.","officier","f76c47b4-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/179//13///|NL-HaNA/2.01.15/173//1///"
"190","Amende, L. van","Amende","van","L.","L.","officier","f76c4d36-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/175//136///"
"191","Amenhauzer, Pieter","Amenhauzer","","","Pieter","onderofficier","f76c524a-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//244///|NL-HaNA/2.01.15/161//2///"
"192","Amhoff, Christ","Amhoff","","","Christ","soldaat","f76c5844-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/165//1///"
"193","Amiot, Pierre","Amiot","","","Pierre","officier","f76c5db2-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/186//2///|NL-HaNA/2.01.15/184//15///"
"194","Amman, Herman","Amman","","","Herman","onderofficier","f76c632a-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/165//1///"
"195","Ammersdorff, Berckhard","Ammersdorff","","","Berckhard","soldaat","f76c687a-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/165//1///"
"196","Ampt, Abraham","Ampt","","","Abraham","officier","f76c6e38-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/177//4///|NL-HaNA/2.01.15/175//3///|NL-HaNA/2.01.15/172//83///|NL-HaNA/2.01.15/159//5///"
"197","Ampt, Carel Philip","Ampt","","","Carel Philip","officier","f76c7414-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/177//10///|NL-HaNA/2.01.15/175//3///|NL-HaNA/2.01.15/172//111///|NL-HaNA/2.01.15/170//91///|NL-HaNA/2.01.15/159//2///"
"198","Ampt, C.G.","Ampt","","C.G.","C.G.","officier","f76c7810-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/170//99///|NL-HaNA/2.01.15/157//18///"
"199","Ampt, J.P.","Ampt","","J.P.","J.P.","officier","f76c7e50-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/184//18///"
"200","Amsons, Cornelis","Amsons","","","Cornelis","officier","f76c8350-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/177//3///|NL-HaNA/2.01.15/175//4///|NL-HaNA/2.01.15/172//120///|NL-HaNA/2.01.15/159//2///"
"201","Amstucs, Ulrich","Amstucs","","","Ulrich","soldaat","f76c89d6-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//63///|NL-HaNA/2.01.15/168//3///|NL-HaNA/2.01.15/165//1///"
"202","Anbestet, Ferdinant","Anbestet","","","Ferdinant","soldaat","f76c8f12-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/165//1///"
"203","Andel, Abraham van","Andel","van","","Abraham","officier","f76c94b2-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/175//2///|NL-HaNA/2.01.15/172//32///|NL-HaNA/2.01.15/170//82///|NL-HaNA/2.01.15/159//3///"
"204","Anderet, Georg Wilhelm","Anderet","","","Georg Wilhelm","onderofficier","f76c9962-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/162//1///"
"205","Anderson, Pieter","Anderson","","","Pieter","soldaat","f76cbb5e-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/161//1///"
"206","Andrae, G.W.","Andrae","","G.W.","G.W.","onderofficier","f76cc6a8-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//237///"
"207","Andrau, G.","Andrau","","G.","G.","officier","f76cccac-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/172//117///|NL-HaNA/2.01.15/170//94///"
"208","Andrau, Jacobus","Andrau","","","Jacobus","officier","f76cd2ce-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/177//10///|NL-HaNA/2.01.15/175//2///|NL-HaNA/2.01.15/172//69///|NL-HaNA/2.01.15/170//94///"
"209","Andrau, J.J.","Andrau","","J.J.","J.J.","officier","f76cd6f2-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/157//22///"
"210","André, Carl","André","","","Carl","soldaat","f76cdc6a-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/168//3///|NL-HaNA/2.01.15/161//1///"
"211","André, Pieter","André","","","Pieter","soldaat","f76ce192-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//221///"
"212","André, Willem","André","","","Willem","soldaat","f76ce746-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/163//1///"
"213","Andreau, George","Andreau","","","George","officier","f76cecd2-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/159//4///"
"214","Andrée, Willem","Andrée","","","Willem","soldaat","f76cf29a-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//1///|NL-HaNA/2.01.15/168//1///"
"215","Andreggy, Coenraad","Andreggy","","","Coenraad","onderofficier","f76cf86c-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/165//1///"
"216","Adrien, J.F.","Adrien","","J.F.","J.F.","officier","f76cfe7a-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/172//115///"
"217","Andries, Aldrich","Andries","","","Aldrich","soldaat","f76d033e-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/168//2///|NL-HaNA/2.01.15/161//1///"
"218","Andries, Jan","Andries","","","Jan","soldaat","f76d0848-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/185//15///|NL-HaNA/2.01.15/183//21///"
"219","Andries, Peeter","Andries","","","Peeter","soldaat","f76d0df2-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/160//2///"
"220","Andries, Pieter","Andries","","","Pieter","soldaat","f76d132e-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//88///|NL-HaNA/2.01.15/162//1///"
"221","Andries, W.","Andries","","W.","W.","soldaat","f76d1932-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//27///|NL-HaNA/2.01.15/168//3///|NL-HaNA/2.01.15/160//2///"
"222","Andriessen, Johan","Andriessen","","","Johan","soldaat","f76d1dce-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/174//21///"
"223","Andrieux, Jacques Hebert de l'","Andrieux","de l'","","Jacques Hebert","officier","f76d2454-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/170//66///"
"224","Andringa, A.M. weduwe van P.J. Franse","Andringa","","A.M.","A.M. weduwe van P.J. Franse","soldaat","f76d2be8-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/181//2///|NL-HaNA/2.01.15/180//2///"
"225","Ange, J.F. L'","Ange","L'","J.F.","J.F.","onderofficier","f76d3214-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//66///"
"226","Ange de St.Suffren, Joseph Bartholomé L'","Ange de St.Suffren","L'","","Joseph Bartholomé","officier","f76d36a6-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/170//35///|NL-HaNA/2.01.15/159//1///"
"227","Anglois de Riencourt, Louis Francois Jean Babtiste l'","Anglois de Riencourt","l'","","Louis Francois Jean Babtiste","officier","f76d3dfe-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/170//70///"
"228","Angst, Jacob","Angst","","","Jacob","soldaat","f76d4376-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/165//1///"
"229","Anguerand, N.F. d'","Anguerand","d'","N.F.","N.F.","officier","f76d48da-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/179//13///|NL-HaNA/2.01.15/177//10///|NL-HaNA/2.01.15/175//136///|NL-HaNA/2.01.15/173//1///"
"230","Anke, G. van den","Anke","van den","G.","G.","soldaat","f76d4e66-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//129///"
"231","Anker, Gerrit van den","Anker","van den","","Gerrit","soldaat","f76d53ac-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/176//17///"
"232","Ankeren, Willem van","Ankeren","van","","Willem","officier","f76d596a-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/177//10///|NL-HaNA/2.01.15/175//4///|NL-HaNA/2.01.15/172//133///"
"233","Ankertijn, Joh. Hendrik","Ankertijn","","Joh.","Joh. Hendrik","onderofficier","f76d5e1a-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/174//9///"
"234","Anne, J.","Anne","","J.","J.","soldaat","f76d6450-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/176// 83///|NL-HaNA/2.01.15/176//75///"
"235","Anosi, Coenraad","Anosi","","","Coenraad","officier","f76d6a72-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/177//10///|NL-HaNA/2.01.15/159//5///"
"236","Anozi, C.","Anozi","","C.","C.","officier","f76d6f68-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/175//1///|NL-HaNA/2.01.15/173//36///|NL-HaNA/2.01.15/172//22///"
"237","Anozi, Martin","Anozi","","","Martin","onderofficier","f76d7512-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/165//1///"
"238","Anozy, Martin","Anozy","","","Martin","onderofficier","f76d7a76-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//27///|NL-HaNA/2.01.15/168//2///"
"239","Ansons, C.","Ansons","","C.","C.","officier","f76d7f94-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/173//65///"
"240","Anten, Francis","Anten","","","Francis","soldaat","f76d861a-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//103///|NL-HaNA/2.01.15/160//1///"
"241","Anten, Hermanus","Anten","","","Hermanus","onderofficier","f76d8c00-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/185//13///|NL-HaNA/2.01.15/183//15///"
"242","Anten, Mathijs","Anten","","","Mathijs","onderofficier","f76d92c2-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/171//1///"
"243","Antes, Philip","Antes","","","Philip","soldaat","f76d97a4-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/174//37///"
"244","Anthieny, L.","Anthieny","","L.","L.","officier","f76d9c2c-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/173//36///"
"245","Anthieny, Simeon","Anthieny","","","Simeon","officier","f76da122-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/177//24///|NL-HaNA/2.01.15/175//3///|NL-HaNA/2.01.15/172//83///|NL-HaNA/2.01.15/159//5///"
"246","Anthing, T.","Anthing","","T.","T.","soldaat","f76da622-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/176//82///"
"247","Anthoon, Jan","Anthoon","","","Jan","soldaat","f76dab90-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//159///|NL-HaNA/2.01.15/167//2///"
"248","Anthoon, Ph.","Anthoon","","Ph.","Ph.","soldaat","f76db0fe-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/176//75///"
"249","Anton, Jan","Anton","","","Jan","soldaat","f76db6bc-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/174//21///|NL-HaNA/2.01.15/169//196///"
"250","Antonan, Martin","Antonan","","","Martin","soldaat","f76dbf90-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//221///|NL-HaNA/2.01.15/160//2a///"
"251","Antoon, Jan","Antoon","","","Jan","soldaat","f76dc7a6-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/174//1///|NL-HaNA/2.01.15/169//119///"
"252","Antoon, Johannes","Antoon","","","Johannes","onderofficier","f76dcecc-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/161//1///"
"253","Antus, Georg Mich.","Antus","","ich.","Georg Mich.","soldaat","f76dd3cc-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/168//1///|NL-HaNA/2.01.15/163//1///"
"254","Anvers, Caspar d'","Anvers","d'","","Caspar","soldaat","f76dd9b2-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//201///|NL-HaNA/2.01.15/162//1///"
"255","Appel, C.","Appel","","C.","C.","soldaat","f76de02e-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//103///|NL-HaNA/2.01.15/160//2///"
"256","Appel, H.","Appel","","H.","H.","soldaat","f76de628-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/160//2///"
"257","Appel, Hendrik","Appel","","","Hendrik","soldaat","f76dec7c-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//159///|NL-HaNA/2.01.15/160//1///"
"258","Appel, Henrich","Appel","","","Henrich","soldaat","f76df1f4-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/167//2///"
"259","Appel, Johan Georg","Appel","","","Johan Georg","onderofficier","f76df6fe-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//1///|NL-HaNA/2.01.15/168//1///|NL-HaNA/2.01.15/163//1///"
"260","Appeldoorn, J. van","Appeldoorn","van","J.","J.","soldaat","f76dfc30-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/176//75///"
"261","Appeliaan, Z.","Appeliaan","","Z.","Z.","onderofficier","f76e0162-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/185//20///"
"262","Appels, Simon","Appels","","","Simon","soldaat","f76e072a-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/160//1///"
"263","Appenaan, Jean","Appenaan","","","Jean","soldaat","f76e0c98-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/183//30///"
"264","Appenzeller, Heinrich","Appenzeller","","","Heinrich","onderofficier","f76e11e8-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//27///|NL-HaNA/2.01.15/168//2///|NL-HaNA/2.01.15/161//1///"
"265","Appunn, C.W.","Appunn","","C.W.","C.W.","officier","f76e17f6-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/184//9///|NL-HaNA/2.01.15/175//199///"
"266","Arang, L.","Arang","","L.","L.","soldaat","f76e1e40-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/185//9///"
"267","Arbens, Ulrich","Arbens","","","Ulrich","soldaat","f76e2232-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/165//1///"
"268","Arbinet, Jean","Arbinet","","","Jean","onderofficier","f76e27e6-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/161//1///"
"269","Arbinet, J.L.","Arbinet","","J.L.","J.L.","soldaat","f76e2d7c-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/162//1///"
"270","Archelge, Frederik","Archelge","","","Frederik","soldaat","f76e33d0-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//244///"
"271","Arcisse, Guillaume d'","Arcisse","d'","","Guillaume","onderofficier","f76e38da-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/185//16///|NL-HaNA/2.01.15/183//25///|NL-HaNA/2.01.15/176//71///"
"272","Ardesch, A.","Ardesch","","A.","A.","officier","f76e3ed4-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/157//21///"
"273","Ardesch, Gerrit Willem","Ardesch","","","Gerrit Willem","officier","f76e4488-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/170// 98///|NL-HaNA/2.01.15/170//20///|NL-HaNA/2.01.15/177//2///|NL-HaNA/2.01.15/175//4///|NL-HaNA/2.01.15/173//62///|NL-HaNA/2.01.15/172//132///|NL-HaNA/2.01.15/157//10///"
"274","Ardesch, J.A.","Ardesch","","J.A.","J.A.","officier","f76e4a14-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/172//73///|NL-HaNA/2.01.15/159//6///"
"275","Ardesch, Pelgrom","Ardesch","","","Pelgrom","officier","f76e4f50-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/175//1///|NL-HaNA/2.01.15/172//22///|NL-HaNA/2.01.15/170//20///|NL-HaNA/2.01.15/159//1///"
"276","Ardiere, Alexis Joseph Roberts les","Ardiere","les","","Alexis Joseph Roberts","officier","f76e54a0-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/159//2///"
"277","Ardrau, Jacobus","Ardrau","","","Jacobus","officier","f76e5a90-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/159//4///"
"278","Arend, Joseph","Arend","","","Joseph","soldaat","f76e606c-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/161//1///"
"279","Arend, Willem","Arend","","","Willem","soldaat","f76e65ee-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/171//1///"
"280","Arends, Ewoud","Arends","","","Ewoud","soldaat","f76e6fbc-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/174//9///"
"281","Arends, Gerrit","Arends","","","Gerrit","soldaat","f76e750c-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/162//1///"
"282","Arends, J.","Arends","","J.","J.","soldaat","f76e7af2-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/185//11///"
"283","Arends, J.C.","Arends","","J.C.","J.C.","officier","f76e825e-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/172//98///"
"284","Arends, Lubbert","Arends","","","Lubbert","soldaat","f76e8790-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//183///|NL-HaNA/2.01.15/166//1///"
"285","Arends, Ulrich","Arends","","","Ulrich","soldaat","f76e8d76-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/185//3///|NL-HaNA/2.01.15/176//53///"
"286","Arendt, J.","Arendt","","J.","J.","soldaat","f76e9334-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/176//61///"
"287","Arenholt, Jacob","Arenholt","","","Jacob","soldaat","f76e98c0-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/161//1///"
"288","Arens, Jan","Arens","","","Jan","soldaat","f76e9e38-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//146///|NL-HaNA/2.01.15/160//1///"
"289","Arens, Lubbert","Arens","","","Lubbert","soldaat","f76ea36a-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/160//1///"
"290","Arensma, J.W.","Arensma","","J.W.","J.W.","officier","f76ea946-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/184//13///|NL-HaNA/2.01.15/175//208///"
"291","Arents, Jan","Arents","","","Jan","soldaat","f76eade2-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/160//2///"
"292","Arents, Johan","Arents","","","Johan","soldaat","f76eb332-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/160//2///"
"293","Arentz","Arentz","","","","officier","f76eb972-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/184//11///"
"294","Arentz, C.F.","Arentz","","C.F.","C.F.","officier","f76ebe40-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/184//14///"
"295","Arentz, J.G.","Arentz","","J.G.","J.G.","officier","f76ec3f4-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/175//203///"
"296","Arentz, Johan Casimir","Arentz","","","Johan Casimir","officier","f76ec930-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/170//94///"
"297","Argeloo, Jan","Argeloo","","","Jan","soldaat","f76ecf70-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/185//15///|NL-HaNA/2.01.15/183//23///"
"298","Arhelge, Fredrik","Arhelge","","","Fredrik","soldaat","f76ed3f8-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/160//1///"
"299","Ariaans, G.","Ariaans","","G.","G.","soldaat","f76ed8da-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//159///"
"300","Arius, Jacobus","Arius","","","Jacobus","soldaat","f76ede2a-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//129///|NL-HaNA/2.01.15/160//1///"
"301","Arlée, Adam","Arlée","","","Adam","soldaat","f76ee37a-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/161//1///"
"302","Arlings, W.","Arlings","","W.","W.","soldaat","f76eea5a-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/185//9///|NL-HaNA/2.01.15/176//58///"
"303","Armand, Francois","Armand","","","Francois","onderofficier","f76ef00e-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/160//1///"
"304","Armas, Jan F.","Armas","","F.","Jan F.","soldaat","f76ef5cc-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//196///|NL-HaNA/2.01.15/161//1///"
